rep,c,theta,se,cover,term_a,term_c,term_b,rmse_l,rmse_m,prod_stat
13,100,1.31451952780791,0.06223405817907482,0,-0.014222177353416741,-0.02965689444296539,0.8583985996042923,1.8928582065171513,0.6146790579304976,48.74115460671558
14,1,0.47367134755472007,0.04170202506685124,1,-0.03128159187258673,0.002519125587204764,0.0024338138401020265,0.14749013468563027,0.09127598409601424,0.6891745381846072
14,3,0.5033167944802591,0.042178882150386114,1,-0.030104006983250088,-0.00017404020537143124,0.033594841668880625,0.3046915631235415,0.18310340618933202,2.824449020661014
14,10,0.7075103708278269,0.044852419040574056,0,-0.02192570378366832,-0.003038520796727471,0.23247459540822257,0.9069371786363215,0.5057471644591293,22.59324378107549
14,30,1.2350467550582922,0.06250183977631064,0,-0.02012426926444072,-0.016975996401544072,0.7721470207242772,1.8512807569387781,0.5776441452709168,44.368471078199285
14,100,1.2350467550582922,0.06250183977631064,0,-0.02012426926444072,-0.016975996401544072,0.7721470207242772,1.8512807569387781,0.5776441452709168,44.368471078199285
15,1,0.5290841212869034,0.04220896130912208,1,0.02173866314226812,0.005255829745367078,0.002089628399268294,0.16624722540186396,0.09176994397582765,0.7487710986558851
15,3,0.5635359911221501,0.04285159855434237,1,0.02135223423743032,-0.005193609363223135,0.047377366247942934,0.3442294757511959,0.12799819786647187,1.9114163176461714
15,10,0.8133735799203317,0.0487064973230622,0,0.01656092556389754,-0.015098148909104825,0.31191080326553894,1.0302710194025921,0.4214701746456847,19.3488896406169
15,30,1.2435690318733552,0.06111621788902054,0,0.013599844661418743,-0.013656581375655012,0.7436257685875917,1.820827772792593,0.5774462636120944,43.79357318566528
15,100,1.2435690318733552,0.06111621788902054,0,0.013599844661418743,-0.013656581375655012,0.7436257685875917,1.820827772792593,0.5774462636120944,43.79357318566528
16,1,0.5549131703990835,0.04078861517534417,1,0.05291244369364502,-0.007060822631320867,0.009061549336759445,0.16949330806899082,0.09235811022905878,0.7647684597537501
16,3,0.5794559054671318,0.040053190513781346,0,0.04965187346689102,-0.014839132237021815,0.04464316423726254,0.3115975755776021,0.20092970932269524,3.256575463695479
16,10,0.755271943040753,0.04139023969312824,0,0.03336654674262232,-0.028993111815327176,0.2508985081134578,0.9159254241704621,0.5864013473704592,27.858605021274453
16,30,1.3364897444512551,0.06567749957570893,0,0.03210905122062145,-0.03540517395952959,0.8397858671901631,1.8959605199349872,0.6213581770442683,49.46297335924631
16,100,1.3609713891545883,0.06589175663578704,0,0.03210905122062145,-0.03294327195994093,0.8618056098939079,1.9253657239048643,0.6213581770442683,50.04075829459462
17,1,0.4757102675117911,0.03982324847159287,1,-0.027135264816507586,-0.00033952680349928375,0.0031850591317979502,0.1309161759216692,0.08543588755145139,0.5845226938557251
17,3,0.5215527966207114,0.03889649154035781,1,-0.02544612978582505,0.003519773596954472,0.04347915280958188,0.32330758832128775,0.20826352522692115,3.5008587452897872
17,10,0.8009168851792727,0.041734774236601914,0,-0.01722286001265616,0.01145289117264887,0.30668685401928,1.0269475339870378,0.5554784048083,27.796529295359445
17,30,1.3251922322795258,0.06092171626623527,0,-0.01667301906035009,0.026477680571992082,0.8153875707678839,1.86005192179471,0.5799200789985708,44.74587330762718
17,100,1.3251922322795258,0.06092171626623527,0,-0.01667301906035009,0.026477680571992082,0.8153875707678839,1.86005192179471,0.5799200789985708,44.74587330762718
18,1,0.5188399206311359,0.042434293263786324,1,0.02273476508006052,-0.004235269867584231,0.00034042541865951433,0.13890487784306835,0.09740767764675703,0.7279138552244852
18,3,0.5531392143856048,0.043210456130673446,1,0.022237979097511795,-0.005517435812770233,0.03641867110086307,0.2970957552815964,0.1346794621988526,1.8389041169130973
