mode,model,learner,split_seed,learner_seed,theta,se,m_below_trim,m_above_trim
expA,PLR,boosting,79,0,8513.808889538745,1347.0257411242585,0.0,0.0
expA,IRM,boosting,79,0,8102.995213212254,1158.4605714818708,0.0,0.0
expA,PLR,boosting,80,0,8748.932647337735,1364.9384421392506,0.0,0.0
expA,IRM,boosting,80,0,7766.628003495311,1204.1143904380883,0.0,0.0
expA,PLR,boosting,81,0,9249.56092389523,1331.7465510393888,0.0,0.0
expA,IRM,boosting,81,0,7961.751528581994,1145.7185293708155,0.0,0.0
expA,PLR,boosting,82,0,8924.960388148585,1399.4843142225989,0.0,0.0
expA,IRM,boosting,82,0,7695.897092087204,1194.4012922056697,0.0,0.0
expA,PLR,boosting,83,0,8779.51259903984,1327.7176088107651,0.0,0.0
expA,IRM,boosting,83,0,8211.22599275931,1209.3690714611532,0.0,0.0
expA,PLR,boosting,84,0,9438.628027834739,1331.1186606828428,0.0,0.0
expA,IRM,boosting,84,0,7868.336769781174,1186.2190120829175,0.0,0.0
expA,PLR,boosting,85,0,8647.91615673072,1349.0339808580056,0.0,0.0
expA,IRM,boosting,85,0,7549.914305510549,1182.1412486192196,0.0,0.0
expA,PLR,boosting,86,0,9239.815280780218,1313.4201710450934,0.000605143721633888,0.0
expA,IRM,boosting,86,0,7973.634574050017,1175.1688218062004,0.000605143721633888,0.0
expA,PLR,boosting,87,0,8825.677392496591,1350.5939983424826,0.0,0.0
expA,IRM,boosting,87,0,7676.885673004737,1180.510529689027,0.0,0.0
expA,PLR,boosting,88,0,8232.090535748332,1377.6651732665732,0.0,0.0
expA,IRM,boosting,88,0,7545.946792346061,1221.80244042934,0.0,0.0
expA,PLR,boosting,89,0,8977.615328659977,1335.8120379194563,0.0,0.0
expA,IRM,boosting,89,0,7820.654083108703,1191.180342991681,0.0,0.0
expA,PLR,boosting,90,0,8924.15289891806,1321.6335690953988,0.000907715582450832,0.0
expA,IRM,boosting,90,0,7299.9589883230965,1170.1101995554352,0.000907715582450832,0.0
expA,PLR,boosting,91,0,8754.061418558515,1373.7015944912696,0.00010085728693898134,0.0
expA,IRM,boosting,91,0,8228.832177519613,1176.0893699658889,0.00010085728693898134,0.0
expA,PLR,boosting,92,0,8251.057175552818,1360.7863302750532,0.00010085728693898134,0.0
expA,IRM,boosting,92,0,8022.693964416744,1258.607159952483,0.00010085728693898134,0.0
expA,PLR,boosting,93,0,8590.008806281377,1327.2572065467248,0.0,0.0
expA,IRM,boosting,93,0,7819.164974838592,1167.9541015363807,0.0,0.0
expA,PLR,boosting,94,0,8864.930861592895,1373.2016049704328,0.0,0.0
expA,IRM,boosting,94,0,7763.635616685209,1157.0561386116322,0.0,0.0
expA,PLR,boosting,95,0,8861.232308330515,1357.7406863737158,0.0,0.0
expA,IRM,boosting,95,0,7847.188053212617,1193.376942635147,0.0,0.0
expA,PLR,boosting,96,0,8434.618671781025,1333.3874042796692,0.00010085728693898134,0.0
expA,IRM,boosting,96,0,7803.342323012402,1169.5513107943561,0.00010085728693898134,0.0
expA,PLR,boosting,97,0,8486.99413646492,1333.3978556545753,0.0,0.0
expA,IRM,boosting,97,0,7593.120443141733,1190.8510172036388,0.0,0.0
expA,PLR,boosting,98,0,8252.607300365762,1374.9953827460602,0.0,0.0
expA,IRM,boosting,98,0,7534.980865752234,1238.6657885045472,0.0,0.0
expA,PLR,boosting,99,0,8878.957458007366,1333.7086372871886,0.0,0.0
expA,IRM,boosting,99,0,7775.0101922299245,1198.1575425098636,0.0,0.0
