mode,model,learner,split_seed,learner_seed,theta,se,m_below_trim,m_above_trim
crossed,IRM,forest,5,5,7787.445642787726,1153.9326037815513,0.0,0.0
crossed,PLR,forest,5,6,8779.103846751112,1325.4939465065397,0.0,0.0
crossed,IRM,forest,5,6,7865.44219114365,1157.4026339981015,0.0,0.0
crossed,PLR,forest,5,7,8647.421329578881,1327.6476136119497,0.0,0.0
crossed,IRM,forest,5,7,7858.323728810483,1152.3943373844136,0.0,0.0
crossed,PLR,forest,5,8,8739.47410052824,1335.1231863890737,0.0,0.0
crossed,IRM,forest,5,8,7897.929900863179,1155.8845062363384,0.0,0.0
crossed,PLR,forest,5,9,8618.788855631963,1323.2732806918625,0.0,0.0
crossed,IRM,forest,5,9,7820.928123045933,1158.09212613994,0.0,0.0
crossed,PLR,forest,6,0,8454.514296913561,1364.8316906137402,0.0,0.0
crossed,IRM,forest,6,0,7706.384559454779,1188.6203722382425,0.0,0.0
crossed,PLR,forest,6,1,8442.834984733174,1356.7119926535058,0.0,0.0
crossed,IRM,forest,6,1,7642.905002968597,1188.3767966432251,0.0,0.0
crossed,PLR,forest,6,2,8379.73488417273,1368.2546197271386,0.0,0.0
crossed,IRM,forest,6,2,7716.8960274177,1206.5340397015182,0.0,0.0
crossed,PLR,forest,6,3,8462.029597913419,1369.1191161943498,0.0,0.0
crossed,IRM,forest,6,3,7687.824968163539,1192.425592989821,0.0,0.0
crossed,PLR,forest,6,4,8322.276979470511,1367.6436920426515,0.0,0.0
crossed,IRM,forest,6,4,7739.98029652463,1190.4699650388682,0.0,0.0
crossed,PLR,forest,6,5,8435.979553004216,1361.7600687786162,0.0,0.0
crossed,IRM,forest,6,5,7672.060554380007,1186.280888665622,0.0,0.0
crossed,PLR,forest,6,6,8361.219623109066,1364.9575401659722,0.0,0.0
crossed,IRM,forest,6,6,7635.3486064013305,1194.9196873061476,0.0,0.0
crossed,PLR,forest,6,7,8491.955437460778,1361.6880724894359,0.00010085728693898134,0.0
crossed,IRM,forest,6,7,7658.3615881926535,1199.6555094785892,0.00010085728693898134,0.0
crossed,PLR,forest,6,8,8415.886327550668,1361.290108581989,0.0,0.0
crossed,IRM,forest,6,8,7697.357855672076,1188.8563454257107,0.0,0.0
crossed,PLR,forest,6,9,8436.233162317289,1371.0629221181857,0.0,0.0
crossed,IRM,forest,6,9,7679.99317108059,1199.6765146201788,0.0,0.0
crossed,PLR,forest,7,0,8729.282947646703,1342.6386060519096,0.0,0.0
crossed,IRM,forest,7,0,7996.424741842443,1173.8799191690146,0.0,0.0
crossed,PLR,forest,7,1,8727.54236142759,1336.8757635588909,0.0,0.0
crossed,IRM,forest,7,1,8012.320879403939,1166.1449496357602,0.0,0.0
crossed,PLR,forest,7,2,8724.25664376478,1345.0765720621573,0.0,0.0
crossed,IRM,forest,7,2,7979.9147086808025,1178.2200818169497,0.0,0.0
crossed,PLR,forest,7,3,8735.504828481873,1336.6215782117486,0.00010085728693898134,0.0
crossed,IRM,forest,7,3,7983.267658144347,1166.175805628317,0.00010085728693898134,0.0
crossed,PLR,forest,7,4,8739.89141639656,1331.9130911886064,0.0,0.0
crossed,IRM,forest,7,4,7967.458583216942,1151.0345433697962,0.0,0.0
crossed,PLR,forest,7,5,8743.116995724375,1336.7248340715596,0.0,0.0
crossed,IRM,forest,7,5,8016.973738108881,1175.541460311994,0.0,0.0
crossed,PLR,forest,7,6,8798.327057327813,1330.8770650796052,0.0,0.0
crossed,IRM,forest,7,6,7975.859053795752,1164.518637613664,0.0,0.0
crossed,PLR,forest,7,7,8726.473637074118,1340.2601462195144,0.0,0.0
crossed,IRM,forest,7,7,8008.083810133794,1168.7934375319753,0.0,0.0
crossed,PLR,forest,7,8,8745.475914992117,1328.1313933466042,0.0,0.0
crossed,IRM,forest,7,8,7951.254845653252,1164.7675823892707,0.0,0.0
crossed,PLR,forest,7,9,8771.389520489713,1336.5534295413306,0.0,0.0
crossed,IRM,forest,7,9,8056.367929705108,1167.5824046602695,0.0,0.0
crossed,PLR,forest,8,0,8471.567785651765,1322.3243354083652,0.0,0.0
crossed,IRM,forest,8,0,7698.3760682460625,1136.9934327675655,0.0,0.0
crossed,PLR,forest,8,1,8470.894014151987,1329.2709909095431,0.0,0.0
crossed,IRM,forest,8,1,7740.859939714874,1135.4031821683775,0.0,0.0
crossed,PLR,forest,8,2,8509.902315352885,1328.6829631752034,0.0,0.0
crossed,IRM,forest,8,2,7755.612097603197,1144.9547556964926,0.0,0.0
crossed,PLR,forest,8,3,8432.135806636663,1328.3472442745467,0.0,0.0
crossed,IRM,forest,8,3,7738.867272599866,1147.079650632514,0.0,0.0
crossed,PLR,forest,8,4,8439.247968168513,1325.4955963324728,0.00010085728693898134,0.0
crossed,IRM,forest,8,4,7753.38243104725,1143.4962150065455,0.00010085728693898134,0.0
crossed,PLR,forest,8,5,8468.80766214901,1334.581120649777,0.0,0.0
crossed,IRM,forest,8,5,7765.530268504919,1138.016001915437,0.0,0.0
crossed,PLR,forest,8,6,8445.534979003181,1329.7094473952552,0.0,0.0
crossed,IRM,forest,8,6,7750.478408209683,1141.1110606957898,0.0,0.0
crossed,PLR,forest,8,7,8383.168948225903,1319.3860927862916,0.0,0.0
crossed,IRM,forest,8,7,7753.679389707517,1142.7049751168538,0.0,0.0
crossed,PLR,forest,8,8,8458.301921355209,1324.9683203866864,0.0,0.0
crossed,IRM,forest,8,8,7693.076966345343,1146.5461007163926,0.0,0.0
crossed,PLR,forest,8,9,8419.079322337615,1331.4779042390542,0.0,0.0
crossed,IRM,forest,8,9,7673.381303839514,1134.8933185126707,0.0,0.0
crossed,PLR,forest,9,0,8521.216244216546,1307.9677864687117,0.0,0.0
crossed,IRM,forest,9,0,7825.936135194971,1144.7692056937399,0.0,0.0
crossed,PLR,forest,9,1,8583.463524764275,1315.482453061619,0.0,0.0
crossed,IRM,forest,9,1,7856.835800812234,1148.1443662861266,0.0,0.0
crossed,PLR,forest,9,2,8554.595997759881,1302.2446021611777,0.0,0.0
crossed,IRM,forest,9,2,7741.335215821683,1153.2323512471812,0.0,0.0
crossed,PLR,forest,9,3,8613.434115084443,1304.5586732854993,0.0,0.0
crossed,IRM,forest,9,3,7822.378210577298,1150.8149738122959,0.0,0.0
crossed,PLR,forest,9,4,8505.276370710959,1319.8155922018202,0.0,0.0
crossed,IRM,forest,9,4,7777.815614120326,1146.9781606711695,0.0,0.0
crossed,PLR,forest,9,5,8610.753561977579,1303.951377096405,0.0,0.0
crossed,IRM,forest,9,5,7778.210025572882,1137.4995120836754,0.0,0.0
crossed,PLR,forest,9,6,8535.976884694808,1320.7739713626515,0.0,0.0
crossed,IRM,forest,9,6,7803.629276042245,1152.1127780478523,0.0,0.0
crossed,PLR,forest,9,7,8591.556315877304,1316.965421456078,0.0,0.0
crossed,IRM,forest,9,7,7802.404639590081,1146.0994473047751,0.0,0.0
crossed,PLR,forest,9,8,8550.540709765717,1306.2746820436494,0.0,0.0
crossed,IRM,forest,9,8,7856.583464950741,1136.4200173506304,0.0,0.0
crossed,PLR,forest,9,9,8590.107510615491,1316.52835841417,0.0,0.0
crossed,IRM,forest,9,9,7858.732982973396,1144.6554367999508,0.0,0.0
