mode,model,learner,split_seed,learner_seed,theta,se,m_below_trim,m_above_trim
expB,PLR,forest,0,86,8783.037653374158,1378.3380961408373,0.0,0.0
expB,IRM,forest,0,86,7705.5618470568215,1197.5616933089939,0.0,0.0
expB,PLR,forest,0,87,8761.957451466427,1370.6134117167426,0.0,0.0
expB,IRM,forest,0,87,7740.828476487899,1198.7720986357244,0.0,0.0
expB,PLR,forest,0,88,8799.892118486887,1366.728705745556,0.0,0.0
expB,IRM,forest,0,88,7714.193310318424,1199.0448642765098,0.0,0.0
expB,PLR,forest,0,89,8806.576467629395,1368.2748841081122,0.0,0.0
expB,IRM,forest,0,89,7829.756845312018,1186.541768166896,0.0,0.0
expB,PLR,forest,0,90,8897.388220612344,1377.9318176909023,0.0,0.0
expB,IRM,forest,0,90,7829.148535747228,1196.0455779211572,0.0,0.0
expB,PLR,forest,0,91,8746.623441877298,1380.2000878110696,0.0,0.0
expB,IRM,forest,0,91,7821.656675818436,1191.7806094692323,0.0,0.0
expB,PLR,forest,0,92,8749.883200085784,1370.5492893267672,0.0,0.0
expB,IRM,forest,0,92,7800.888674466339,1190.2426885310695,0.0,0.0
expB,PLR,forest,0,93,8701.984419131673,1367.1317524815329,0.0,0.0
expB,IRM,forest,0,93,7772.068849963946,1197.7188389020453,0.0,0.0
expB,PLR,forest,0,94,8798.461601882593,1373.8991791218452,0.0,0.0
expB,IRM,forest,0,94,7707.502852922576,1199.3256439116915,0.0,0.0
expB,PLR,forest,0,95,8771.33362979095,1364.1000665646216,0.0,0.0
expB,IRM,forest,0,95,7737.037375244028,1198.5966369396272,0.0,0.0
expB,PLR,forest,0,96,8747.895192266898,1372.2151454847562,0.0,0.0
expB,IRM,forest,0,96,7823.67360625136,1185.2746883382388,0.0,0.0
expB,PLR,forest,0,97,8689.853432987245,1376.1342288038052,0.0,0.0
expB,IRM,forest,0,97,7838.3581073316955,1199.5829017386902,0.0,0.0
expB,PLR,forest,0,98,8829.264754077994,1375.372924996454,0.0,0.0
expB,IRM,forest,0,98,7719.103293337934,1209.9778984845818,0.0,0.0
expB,PLR,forest,0,99,8706.59108739615,1381.3468437864763,0.0,0.0
expB,IRM,forest,0,99,7706.702544653836,1198.403864145228,0.0,0.0
