table,code,label,quarter,value
T1.5.5 명목 수준(백만 달러),A191RC,Gross domestic product,2017Q3,19692595
T1.5.5 명목 수준(백만 달러),A191RC,Gross domestic product,2017Q4,20037088
T1.5.5 명목 수준(백만 달러),A191RC,Gross domestic product,2018Q1,20328553
T1.5.5 명목 수준(백만 달러),A191RC,Gross domestic product,2018Q2,20580912
T1.5.5 명목 수준(백만 달러),A191RC,Gross domestic product,2018Q3,20798730
T1.5.5 명목 수준(백만 달러),A191RC,Gross domestic product,2018Q4,20917867
T1.5.5 명목 수준(백만 달러),A191RC,Gross domestic product,2019Q1,21111600
T1.5.5 명목 수준(백만 달러),A191RC,Gross domestic product,2019Q2,21397938
T1.5.5 명목 수준(백만 달러),A191RC,Gross domestic product,2019Q3,21717171
T1.5.5 명목 수준(백만 달러),A191RC,Gross domestic product,2019Q4,21933217
T1.5.5 명목 수준(백만 달러),A191RC,Gross domestic product,2020Q1,21751238
T1.5.5 명목 수준(백만 달러),A191RC,Gross domestic product,2020Q2,19958291
T1.5.5 명목 수준(백만 달러),A191RC,Gross domestic product,2020Q3,21704437
T1.5.5 명목 수준(백만 달러),A191RC,Gross domestic product,2020Q4,22087160
T1.5.5 명목 수준(백만 달러),A191RC,Gross domestic product,2021Q1,22680693
T1.5.5 명목 수준(백만 달러),A191RC,Gross domestic product,2021Q2,23425910
T1.5.5 명목 수준(백만 달러),A191RC,Gross domestic product,2021Q3,23982379
T1.5.5 명목 수준(백만 달러),A191RC,Gross domestic product,2021Q4,24813600
T1.5.5 명목 수준(백만 달러),A191RC,Gross domestic product,2022Q1,25250347
T1.5.5 명목 수준(백만 달러),A191RC,Gross domestic product,2022Q2,25861292
T1.5.5 명목 수준(백만 달러),A191RC,Gross domestic product,2022Q3,26336304
T1.5.5 명목 수준(백만 달러),A191RC,Gross domestic product,2022Q4,26770514
T1.5.5 명목 수준(백만 달러),A191RC,Gross domestic product,2023Q1,27216445
T1.5.5 명목 수준(백만 달러),A191RC,Gross domestic product,2023Q2,27530055
T1.5.5 명목 수준(백만 달러),A191RC,Gross domestic product,2023Q3,28074846
T1.5.5 명목 수준(백만 달러),A191RC,Gross domestic product,2023Q4,28424722
T1.5.5 명목 수준(백만 달러),A191RC,Gross domestic product,2024Q1,28708161
T1.5.5 명목 수준(백만 달러),A191RC,Gross domestic product,2024Q2,29147044
T1.5.5 명목 수준(백만 달러),A191RC,Gross domestic product,2024Q3,29511664
T1.5.5 명목 수준(백만 달러),A191RC,Gross domestic product,2024Q4,29825182
T1.5.5 명목 수준(백만 달러),A191RC,Gross domestic product,2025Q1,30042113
T1.5.5 명목 수준(백만 달러),A191RC,Gross domestic product,2025Q2,30485729
T1.5.5 명목 수준(백만 달러),A191RC,Gross domestic product,2025Q3,31098027
T1.5.5 명목 수준(백만 달러),A191RC,Gross domestic product,2025Q4,31422526
T1.5.5 명목 수준(백만 달러),A191RC,Gross domestic product,2026Q1,31865721
T1.5.5 명목 수준(백만 달러),A191RC,Gross domestic product,2026Q2,32475210
T1.5.5 명목 수준(백만 달러),A008RC,Nonresidential,2015Q1,2497171
T1.5.5 명목 수준(백만 달러),A008RC,Nonresidential,2015Q2,2510545
T1.5.5 명목 수준(백만 달러),A008RC,Nonresidential,2015Q3,2521879
T1.5.5 명목 수준(백만 달러),A008RC,Nonresidential,2015Q4,2500420
T1.5.5 명목 수준(백만 달러),A008RC,Nonresidential,2016Q1,2488836
T1.5.5 명목 수준(백만 달러),A008RC,Nonresidential,2016Q2,2511643
T1.5.5 명목 수준(백만 달러),A008RC,Nonresidential,2016Q3,2543679
T1.5.5 명목 수준(백만 달러),A008RC,Nonresidential,2016Q4,2571821
T1.5.5 명목 수준(백만 달러),A008RC,Nonresidential,2017Q1,2603148
T1.5.5 명목 수준(백만 달러),A008RC,Nonresidential,2017Q2,2640229
T1.5.5 명목 수준(백만 달러),A008RC,Nonresidential,2017Q3,2668855
T1.5.5 명목 수준(백만 달러),A008RC,Nonresidential,2017Q4,2732168
T1.5.5 명목 수준(백만 달러),A008RC,Nonresidential,2018Q1,2810324
T1.5.5 명목 수준(백만 달러),A008RC,Nonresidential,2018Q2,2846516
T1.5.5 명목 수준(백만 달러),A008RC,Nonresidential,2018Q3,2870365
T1.5.5 명목 수준(백만 달러),A008RC,Nonresidential,2018Q4,2898677
T1.5.5 명목 수준(백만 달러),A008RC,Nonresidential,2019Q1,2932410
T1.5.5 명목 수준(백만 달러),A008RC,Nonresidential,2019Q2,3000782
T1.5.5 명목 수준(백만 달러),A008RC,Nonresidential,2019Q3,3031120
T1.5.5 명목 수준(백만 달러),A008RC,Nonresidential,2019Q4,3010301
T1.5.5 명목 수준(백만 달러),A008RC,Nonresidential,2020Q1,2965479
T1.5.5 명목 수준(백만 달러),A008RC,Nonresidential,2020Q2,2736487
T1.5.5 명목 수준(백만 달러),A008RC,Nonresidential,2020Q3,2852508
T1.5.5 명목 수준(백만 달러),A008RC,Nonresidential,2020Q4,2938775
T1.5.5 명목 수준(백만 달러),A008RC,Nonresidential,2021Q1,3002811
T1.5.5 명목 수준(백만 달러),A008RC,Nonresidential,2021Q2,3078401
T1.5.5 명목 수준(백만 달러),A008RC,Nonresidential,2021Q3,3096193
T1.5.5 명목 수준(백만 달러),A008RC,Nonresidential,2021Q4,3171559
T1.5.5 명목 수준(백만 달러),A008RC,Nonresidential,2022Q1,3314956
T1.5.5 명목 수준(백만 달러),A008RC,Nonresidential,2022Q2,3438720
T1.5.5 명목 수준(백만 달러),A008RC,Nonresidential,2022Q3,3547608
T1.5.5 명목 수준(백만 달러),A008RC,Nonresidential,2022Q4,3636960
T1.5.5 명목 수준(백만 달러),A008RC,Nonresidential,2023Q1,3756575
T1.5.5 명목 수준(백만 달러),A008RC,Nonresidential,2023Q2,3854267
T1.5.5 명목 수준(백만 달러),A008RC,Nonresidential,2023Q3,3871644
T1.5.5 명목 수준(백만 달러),A008RC,Nonresidential,2023Q4,3941343
T1.5.5 명목 수준(백만 달러),A008RC,Nonresidential,2024Q1,3963752
T1.5.5 명목 수준(백만 달러),A008RC,Nonresidential,2024Q2,4012411
T1.5.5 명목 수준(백만 달러),A008RC,Nonresidential,2024Q3,4069186
T1.5.5 명목 수준(백만 달러),A008RC,Nonresidential,2024Q4,4046390
T1.5.5 명목 수준(백만 달러),A008RC,Nonresidential,2025Q1,4137819
T1.5.5 명목 수준(백만 달러),A008RC,Nonresidential,2025Q2,4207512
T1.5.5 명목 수준(백만 달러),A008RC,Nonresidential,2025Q3,4293474
T1.5.5 명목 수준(백만 달러),A008RC,Nonresidential,2025Q4,4364412
T1.5.5 명목 수준(백만 달러),A008RC,Nonresidential,2026Q1,4490516
T1.5.5 명목 수준(백만 달러),A008RC,Nonresidential,2026Q2,4623657
T1.5.5 명목 수준(백만 달러),Y033RC,Equipment,2015Q1,1139214
T1.5.5 명목 수준(백만 달러),Y033RC,Equipment,2015Q2,1141608
T1.5.5 명목 수준(백만 달러),Y033RC,Equipment,2015Q3,1155625
T1.5.5 명목 수준(백만 달러),Y033RC,Equipment,2015Q4,1139957
T1.5.5 명목 수준(백만 달러),Y033RC,Equipment,2016Q1,1132464
T1.5.5 명목 수준(백만 달러),Y033RC,Equipment,2016Q2,1116870
T1.5.5 명목 수준(백만 달러),Y033RC,Equipment,2016Q3,1112963
T1.5.5 명목 수준(백만 달러),Y033RC,Equipment,2016Q4,1116828
T1.5.5 명목 수준(백만 달러),Y033RC,Equipment,2017Q1,1126307
T1.5.5 명목 수준(백만 달러),Y033RC,Equipment,2017Q2,1147226
T1.5.5 명목 수준(백만 달러),Y033RC,Equipment,2017Q3,1165640
T1.5.5 명목 수준(백만 달러),Y033RC,Equipment,2017Q4,1200639
T1.5.5 명목 수준(백만 달러),Y033RC,Equipment,2018Q1,1220546
T1.5.5 명목 수준(백만 달러),Y033RC,Equipment,2018Q2,1222023
T1.5.5 명목 수준(백만 달러),Y033RC,Equipment,2018Q3,1227106
T1.5.5 명목 수준(백만 달러),Y033RC,Equipment,2018Q4,1240806
T1.5.5 명목 수준(백만 달러),Y033RC,Equipment,2019Q1,1249844
T1.5.5 명목 수준(백만 달러),Y033RC,Equipment,2019Q2,1263133
T1.5.5 명목 수준(백만 달러),Y033RC,Equipment,2019Q3,1241745
T1.5.5 명목 수준(백만 달러),Y033RC,Equipment,2019Q4,1208882
T1.5.5 명목 수준(백만 달러),Y033RC,Equipment,2020Q1,1149198
T1.5.5 명목 수준(백만 달러),Y033RC,Equipment,2020Q2,1018188
T1.5.5 명목 수준(백만 달러),Y033RC,Equipment,2020Q3,1121038
T1.5.5 명목 수준(백만 달러),Y033RC,Equipment,2020Q4,1161565
T1.5.5 명목 수준(백만 달러),Y033RC,Equipment,2021Q1,1184076
T1.5.5 명목 수준(백만 달러),Y033RC,Equipment,2021Q2,1209181
T1.5.5 명목 수준(백만 달러),Y033RC,Equipment,2021Q3,1189132
T1.5.5 명목 수준(백만 달러),Y033RC,Equipment,2021Q4,1202881
T1.5.5 명목 수준(백만 달러),Y033RC,Equipment,2022Q1,1262651
T1.5.5 명목 수준(백만 달러),Y033RC,Equipment,2022Q2,1292185
T1.5.5 명목 수준(백만 달러),Y033RC,Equipment,2022Q3,1320649
T1.5.5 명목 수준(백만 달러),Y033RC,Equipment,2022Q4,1347576
T1.5.5 명목 수준(백만 달러),Y033RC,Equipment,2023Q1,1369420
T1.5.5 명목 수준(백만 달러),Y033RC,Equipment,2023Q2,1411625
T1.5.5 명목 수준(백만 달러),Y033RC,Equipment,2023Q3,1411241
T1.5.5 명목 수준(백만 달러),Y033RC,Equipment,2023Q4,1426351
T1.5.5 명목 수준(백만 달러),Y033RC,Equipment,2024Q1,1440602
T1.5.5 명목 수준(백만 달러),Y033RC,Equipment,2024Q2,1478522
T1.5.5 명목 수준(백만 달러),Y033RC,Equipment,2024Q3,1515723
T1.5.5 명목 수준(백만 달러),Y033RC,Equipment,2024Q4,1502170
T1.5.5 명목 수준(백만 달러),Y033RC,Equipment,2025Q1,1579108
T1.5.5 명목 수준(백만 달러),Y033RC,Equipment,2025Q2,1625035
T1.5.5 명목 수준(백만 달러),Y033RC,Equipment,2025Q3,1669428
T1.5.5 명목 수준(백만 달러),Y033RC,Equipment,2025Q4,1701302
T1.5.5 명목 수준(백만 달러),Y033RC,Equipment,2026Q1,1783079
T1.5.5 명목 수준(백만 달러),Y033RC,Equipment,2026Q2,1872574
T1.5.5 명목 수준(백만 달러),Y034RC,Information processing equipment,2015Q1,357025
T1.5.5 명목 수준(백만 달러),Y034RC,Information processing equipment,2015Q2,360900
T1.5.5 명목 수준(백만 달러),Y034RC,Information processing equipment,2015Q3,365773
T1.5.5 명목 수준(백만 달러),Y034RC,Information processing equipment,2015Q4,365281
T1.5.5 명목 수준(백만 달러),Y034RC,Information processing equipment,2016Q1,364557
T1.5.5 명목 수준(백만 달러),Y034RC,Information processing equipment,2016Q2,364166
T1.5.5 명목 수준(백만 달러),Y034RC,Information processing equipment,2016Q3,364644
T1.5.5 명목 수준(백만 달러),Y034RC,Information processing equipment,2016Q4,367493
T1.5.5 명목 수준(백만 달러),Y034RC,Information processing equipment,2017Q1,371971
T1.5.5 명목 수준(백만 달러),Y034RC,Information processing equipment,2017Q2,384401
T1.5.5 명목 수준(백만 달러),Y034RC,Information processing equipment,2017Q3,387867
T1.5.5 명목 수준(백만 달러),Y034RC,Information processing equipment,2017Q4,399610
T1.5.5 명목 수준(백만 달러),Y034RC,Information processing equipment,2018Q1,407517
T1.5.5 명목 수준(백만 달러),Y034RC,Information processing equipment,2018Q2,405529
T1.5.5 명목 수준(백만 달러),Y034RC,Information processing equipment,2018Q3,408926
T1.5.5 명목 수준(백만 달러),Y034RC,Information processing equipment,2018Q4,404532
T1.5.5 명목 수준(백만 달러),Y034RC,Information processing equipment,2019Q1,409105
T1.5.5 명목 수준(백만 달러),Y034RC,Information processing equipment,2019Q2,413098
T1.5.5 명목 수준(백만 달러),Y034RC,Information processing equipment,2019Q3,403601
T1.5.5 명목 수준(백만 달러),Y034RC,Information processing equipment,2019Q4,395667
T1.5.5 명목 수준(백만 달러),Y034RC,Information processing equipment,2020Q1,377519
T1.5.5 명목 수준(백만 달러),Y034RC,Information processing equipment,2020Q2,387054
T1.5.5 명목 수준(백만 달러),Y034RC,Information processing equipment,2020Q3,413309
T1.5.5 명목 수준(백만 달러),Y034RC,Information processing equipment,2020Q4,422868
T1.5.5 명목 수준(백만 달러),Y034RC,Information processing equipment,2021Q1,433516
T1.5.5 명목 수준(백만 달러),Y034RC,Information processing equipment,2021Q2,438469
T1.5.5 명목 수준(백만 달러),Y034RC,Information processing equipment,2021Q3,435278
T1.5.5 명목 수준(백만 달러),Y034RC,Information processing equipment,2021Q4,460215
T1.5.5 명목 수준(백만 달러),Y034RC,Information processing equipment,2022Q1,481631
T1.5.5 명목 수준(백만 달러),Y034RC,Information processing equipment,2022Q2,479703
T1.5.5 명목 수준(백만 달러),Y034RC,Information processing equipment,2022Q3,483907
T1.5.5 명목 수준(백만 달러),Y034RC,Information processing equipment,2022Q4,468163
T1.5.5 명목 수준(백만 달러),Y034RC,Information processing equipment,2023Q1,467871
T1.5.5 명목 수준(백만 달러),Y034RC,Information processing equipment,2023Q2,463404
T1.5.5 명목 수준(백만 달러),Y034RC,Information processing equipment,2023Q3,461309
T1.5.5 명목 수준(백만 달러),Y034RC,Information processing equipment,2023Q4,476166
T1.5.5 명목 수준(백만 달러),Y034RC,Information processing equipment,2024Q1,479688
T1.5.5 명목 수준(백만 달러),Y034RC,Information processing equipment,2024Q2,494165
T1.5.5 명목 수준(백만 달러),Y034RC,Information processing equipment,2024Q3,513923
T1.5.5 명목 수준(백만 달러),Y034RC,Information processing equipment,2024Q4,516788
T1.5.5 명목 수준(백만 달러),Y034RC,Information processing equipment,2025Q1,585183
T1.5.5 명목 수준(백만 달러),Y034RC,Information processing equipment,2025Q2,606518
T1.5.5 명목 수준(백만 달러),Y034RC,Information processing equipment,2025Q3,629969
T1.5.5 명목 수준(백만 달러),Y034RC,Information processing equipment,2025Q4,684755
T1.5.5 명목 수준(백만 달러),Y034RC,Information processing equipment,2026Q1,758822
T1.5.5 명목 수준(백만 달러),Y034RC,Information processing equipment,2026Q2,798329
T1.5.5 명목 수준(백만 달러),Y001RC,Intellectual property products,2015Q1,765453
T1.5.5 명목 수준(백만 달러),Y001RC,Intellectual property products,2015Q2,770986
T1.5.5 명목 수준(백만 달러),Y001RC,Intellectual property products,2015Q3,782181
T1.5.5 명목 수준(백만 달러),Y001RC,Intellectual property products,2015Q4,796896
T1.5.5 명목 수준(백만 달러),Y001RC,Intellectual property products,2016Q1,814945
T1.5.5 명목 수준(백만 달러),Y001RC,Intellectual property products,2016Q2,837761
T1.5.5 명목 수준(백만 달러),Y001RC,Intellectual property products,2016Q3,852193
T1.5.5 명목 수준(백만 달러),Y001RC,Intellectual property products,2016Q4,867130
T1.5.5 명목 수준(백만 달러),Y001RC,Intellectual property products,2017Q1,884582
T1.5.5 명목 수준(백만 달러),Y001RC,Intellectual property products,2017Q2,894391
T1.5.5 명목 수준(백만 달러),Y001RC,Intellectual property products,2017Q3,913386
T1.5.5 명목 수준(백만 달러),Y001RC,Intellectual property products,2017Q4,932628
T1.5.5 명목 수준(백만 달러),Y001RC,Intellectual property products,2018Q1,956773
T1.5.5 명목 수준(백만 달러),Y001RC,Intellectual property products,2018Q2,986128
T1.5.5 명목 수준(백만 달러),Y001RC,Intellectual property products,2018Q3,1001274
T1.5.5 명목 수준(백만 달러),Y001RC,Intellectual property products,2018Q4,1024695
T1.5.5 명목 수준(백만 달러),Y001RC,Intellectual property products,2019Q1,1040352
T1.5.5 명목 수준(백만 달러),Y001RC,Intellectual property products,2019Q2,1067006
T1.5.5 명목 수준(백만 달러),Y001RC,Intellectual property products,2019Q3,1086881
T1.5.5 명목 수준(백만 달러),Y001RC,Intellectual property products,2019Q4,1105309
T1.5.5 명목 수준(백만 달러),Y001RC,Intellectual property products,2020Q1,1126159
T1.5.5 명목 수준(백만 달러),Y001RC,Intellectual property products,2020Q2,1109837
T1.5.5 명목 수준(백만 달러),Y001RC,Intellectual property products,2020Q3,1132900
T1.5.5 명목 수준(백만 달러),Y001RC,Intellectual property products,2020Q4,1175929
T1.5.5 명목 수준(백만 달러),Y001RC,Intellectual property products,2021Q1,1207486
T1.5.5 명목 수준(백만 달러),Y001RC,Intellectual property products,2021Q2,1247463
T1.5.5 명목 수준(백만 달러),Y001RC,Intellectual property products,2021Q3,1277975
T1.5.5 명목 수준(백만 달러),Y001RC,Intellectual property products,2021Q4,1319280
T1.5.5 명목 수준(백만 달러),Y001RC,Intellectual property products,2022Q1,1364194
T1.5.5 명목 수준(백만 달러),Y001RC,Intellectual property products,2022Q2,1413820
T1.5.5 명목 수준(백만 달러),Y001RC,Intellectual property products,2022Q3,1446019
T1.5.5 명목 수준(백만 달러),Y001RC,Intellectual property products,2022Q4,1470728
T1.5.5 명목 수준(백만 달러),Y001RC,Intellectual property products,2023Q1,1501404
T1.5.5 명목 수준(백만 달러),Y001RC,Intellectual property products,2023Q2,1517456
T1.5.5 명목 수준(백만 달러),Y001RC,Intellectual property products,2023Q3,1529087
T1.5.5 명목 수준(백만 달러),Y001RC,Intellectual property products,2023Q4,1550080
T1.5.5 명목 수준(백만 달러),Y001RC,Intellectual property products,2024Q1,1576267
T1.5.5 명목 수준(백만 달러),Y001RC,Intellectual property products,2024Q2,1592226
T1.5.5 명목 수준(백만 달러),Y001RC,Intellectual property products,2024Q3,1618766
T1.5.5 명목 수준(백만 달러),Y001RC,Intellectual property products,2024Q4,1628269
T1.5.5 명목 수준(백만 달러),Y001RC,Intellectual property products,2025Q1,1647475
T1.5.5 명목 수준(백만 달러),Y001RC,Intellectual property products,2025Q2,1691198
T1.5.5 명목 수준(백만 달러),Y001RC,Intellectual property products,2025Q3,1736713
T1.5.5 명목 수준(백만 달러),Y001RC,Intellectual property products,2025Q4,1779239
T1.5.5 명목 수준(백만 달러),Y001RC,Intellectual property products,2026Q1,1826508
T1.5.5 명목 수준(백만 달러),Y001RC,Intellectual property products,2026Q2,1872433
T1.5.5 명목 수준(백만 달러),B985RC,Software\4\,2015Q1,311071
T1.5.5 명목 수준(백만 달러),B985RC,Software\4\,2015Q2,312700
T1.5.5 명목 수준(백만 달러),B985RC,Software\4\,2015Q3,316580
T1.5.5 명목 수준(백만 달러),B985RC,Software\4\,2015Q4,324687
T1.5.5 명목 수준(백만 달러),B985RC,Software\4\,2016Q1,335765
T1.5.5 명목 수준(백만 달러),B985RC,Software\4\,2016Q2,343319
T1.5.5 명목 수준(백만 달러),B985RC,Software\4\,2016Q3,351724
T1.5.5 명목 수준(백만 달러),B985RC,Software\4\,2016Q4,360832
T1.5.5 명목 수준(백만 달러),B985RC,Software\4\,2017Q1,369359
T1.5.5 명목 수준(백만 달러),B985RC,Software\4\,2017Q2,378807
T1.5.5 명목 수준(백만 달러),B985RC,Software\4\,2017Q3,387227
T1.5.5 명목 수준(백만 달러),B985RC,Software\4\,2017Q4,396389
T1.5.5 명목 수준(백만 달러),B985RC,Software\4\,2018Q1,406838
T1.5.5 명목 수준(백만 달러),B985RC,Software\4\,2018Q2,419506
T1.5.5 명목 수준(백만 달러),B985RC,Software\4\,2018Q3,428905
T1.5.5 명목 수준(백만 달러),B985RC,Software\4\,2018Q4,435859
T1.5.5 명목 수준(백만 달러),B985RC,Software\4\,2019Q1,433210
T1.5.5 명목 수준(백만 달러),B985RC,Software\4\,2019Q2,442637
T1.5.5 명목 수준(백만 달러),B985RC,Software\4\,2019Q3,451805
T1.5.5 명목 수준(백만 달러),B985RC,Software\4\,2019Q4,461752
T1.5.5 명목 수준(백만 달러),B985RC,Software\4\,2020Q1,472588
T1.5.5 명목 수준(백만 달러),B985RC,Software\4\,2020Q2,470088
T1.5.5 명목 수준(백만 달러),B985RC,Software\4\,2020Q3,475410
T1.5.5 명목 수준(백만 달러),B985RC,Software\4\,2020Q4,494712
T1.5.5 명목 수준(백만 달러),B985RC,Software\4\,2021Q1,510612
T1.5.5 명목 수준(백만 달러),B985RC,Software\4\,2021Q2,528315
T1.5.5 명목 수준(백만 달러),B985RC,Software\4\,2021Q3,539449
T1.5.5 명목 수준(백만 달러),B985RC,Software\4\,2021Q4,554153
T1.5.5 명목 수준(백만 달러),B985RC,Software\4\,2022Q1,575858
T1.5.5 명목 수준(백만 달러),B985RC,Software\4\,2022Q2,595628
T1.5.5 명목 수준(백만 달러),B985RC,Software\4\,2022Q3,611122
T1.5.5 명목 수준(백만 달러),B985RC,Software\4\,2022Q4,621515
T1.5.5 명목 수준(백만 달러),B985RC,Software\4\,2023Q1,636090
T1.5.5 명목 수준(백만 달러),B985RC,Software\4\,2023Q2,638386
T1.5.5 명목 수준(백만 달러),B985RC,Software\4\,2023Q3,645436
T1.5.5 명목 수준(백만 달러),B985RC,Software\4\,2023Q4,658537
T1.5.5 명목 수준(백만 달러),B985RC,Software\4\,2024Q1,671394
T1.5.5 명목 수준(백만 달러),B985RC,Software\4\,2024Q2,687423
T1.5.5 명목 수준(백만 달러),B985RC,Software\4\,2024Q3,702928
T1.5.5 명목 수준(백만 달러),B985RC,Software\4\,2024Q4,710239
T1.5.5 명목 수준(백만 달러),B985RC,Software\4\,2025Q1,726021
T1.5.5 명목 수준(백만 달러),B985RC,Software\4\,2025Q2,745934
T1.5.5 명목 수준(백만 달러),B985RC,Software\4\,2025Q3,765536
T1.5.5 명목 수준(백만 달러),B985RC,Software\4\,2025Q4,781603
T1.5.5 명목 수준(백만 달러),B985RC,Software\4\,2026Q1,797647
T1.5.5 명목 수준(백만 달러),B985RC,Software\4\,2026Q2,814524
